id,c_postal,settlement,settlement_type,township,state,city
1364,45408,Alamedas de San Gaspar,Colonia,Tonala,Jalisco,Tonala
1365,45408,La Canada,Colonia,Tonala,Jalisco,Tonala
1366,45408,La Perseverancia,Fraccionamiento,Tonala,Jalisco,Tonala
1367,45408,La Mojonera,Colonia,Tonala,Jalisco,Tonala
1368,45408,Huertas del Valle,Fraccionamiento,Tonala,Jalisco,Tonala
1369,45410,Mision de los Vinedos,Fraccionamiento,Tonala,Jalisco,Tonala
1370,45410,Urbi Quinta Montecarlo,Fraccionamiento,Tonala,Jalisco,Tonala
1371,45410,Vergel,Colonia,Tonala,Jalisco,Tonala
1372,45410,Real Cruz,Colonia,Tonala,Jalisco,Tonala
1373,45410,Cruz Loma,Colonia,Tonala,Jalisco,Tonala
1374,45410,Prados de la Cruz,Fraccionamiento,Tonala,Jalisco,Tonala
1375,45410,Puerta Sol,Fraccionamiento,Tonala,Jalisco,Tonala
1376,45410,Valle de Tonantzin,Fraccionamiento,Tonala,Jalisco,Tonala
1377,45410,Rinconada,Fraccionamiento,Tonala,Jalisco,Tonala
1378,45410,Cerrito de La Reyna,Colonia,Tonala,Jalisco,Tonala
1379,45410,Mesa de las Gamboas,Colonia,Tonala,Jalisco,Tonala
1380,45410,San Coyula,Fraccionamiento,Tonala,Jalisco,Tonala
1381,45410,Urbi Villa del Rio,Fraccionamiento,Tonala,Jalisco,Tonala
1382,45410,Rinconada de San Lorenzo,Fraccionamiento,Tonala,Jalisco,Tonala
1383,45410,Rinconada de Coyula,Colonia,Tonala,Jalisco,Tonala
1384,45410,Jardines de La Reyna,Fraccionamiento,Tonala,Jalisco,Tonala
1385,45410,Buena Mirada,Fraccionamiento,Tonala,Jalisco,Tonala
1386,45410,Prados de Coyula Seccion II,Colonia,Tonala,Jalisco,Tonala
1387,45410,Prados de la Cruz,Colonia,Tonala,Jalisco,Tonala
1388,45410,Valle Verde,Fraccionamiento,Tonala,Jalisco,Tonala
1389,45410,Loma Linda,Fraccionamiento,Tonala,Jalisco,Tonala
1390,45410,Jardines de la Canada,Fraccionamiento,Tonala,Jalisco,Tonala
1391,45410,Rancho de los Alvarez,Colonia,Tonala,Jalisco,Tonala
1392,45410,Rinconada de La Cruz,Fraccionamiento,Tonala,Jalisco,Tonala
1393,45410,Duque,Colonia,Tonala,Jalisco,Tonala
1394,45410,El Panoramico 2,Fraccionamiento,Tonala,Jalisco,Tonala
1395,45410,Juarez,Colonia,Tonala,Jalisco,Tonala
1396,45410,Villas Cruz,Colonia,Tonala,Jalisco,Tonala
1397,45410,Privadas de la Reyna,Fraccionamiento,Tonala,Jalisco,Tonala
1398,45410,Haciendas de la Reina,Fraccionamiento,Tonala,Jalisco,Tonala
1399,45410,Villas de Santiago,Fraccionamiento,Tonala,Jalisco,Tonala
1400,45410,Coyula,Colonia,Tonala,Jalisco,Tonala
1401,45410,El Panoramico,Fraccionamiento,Tonala,Jalisco,Tonala
1402,45410,Rancho La Cruz,Colonia,Tonala,Jalisco,Tonala
1403,45410,Prados de Coyula Seccion I,Colonia,Tonala,Jalisco,Tonala
1404,45410,Llano Verde,Colonia,Tonala,Jalisco,Tonala
1405,45410,Los Vizcarra,Colonia,Tonala,Jalisco,Tonala
1406,45410,Arboleda Tonala,Fraccionamiento,Tonala,Jalisco,Tonala
1407,45412,Nuevo Israel,Colonia,Tonala,Jalisco,Tonala
1408,45412,Loma de San Gaspar,Colonia,Tonala,Jalisco,Tonala
1409,45412,Lazaro Cardenas (Barranquitas),Colonia,Tonala,Jalisco,Tonala
1410,45412,Francisco Villa,Colonia,Tonala,Jalisco,Tonala
1411,45412,Jalisco 2a. Seccion,Colonia,Tonala,Jalisco,Tonala
1412,45412,Colimilla,Colonia,Tonala,Jalisco,Tonala
1413,45412,La Noria,Fraccionamiento,Tonala,Jalisco,Tonala
1414,45412,Emiliano Zapata,Colonia,Tonala,Jalisco,Tonala
1415,45412,Jalisco 1a. Seccion,Colonia,Tonala,Jalisco,Tonala
1416,45412,Los Conejos,Fraccionamiento,Tonala,Jalisco,Tonala
1417,45412,La Resolana,Colonia,Tonala,Jalisco,Tonala
1418,45412,La Presa,Colonia,Tonala,Jalisco,Tonala
1419,45412,Mirador Oriente,Fraccionamiento,Tonala,Jalisco,Tonala
1420,45412,Gallos Viejos,Colonia,Tonala,Jalisco,Tonala
1421,45412,El Ahuatan,Colonia,Tonala,Jalisco,Tonala
1422,45413,Surcos Largos,Colonia,Tonala,Jalisco,Tonala
1423,45413,Colosio,Colonia,Tonala,Jalisco,Tonala
1424,45413,Tulipanes,Colonia,Tonala,Jalisco,Tonala
1425,45413,Lazaro Cardenas,Colonia,Tonala,Jalisco,Tonala
1426,45413,Residencias el Prado (Jardines del Prado),Fraccionamiento,Tonala,Jalisco,Tonala
1427,45413,Poder Popular 4a Seccion,Colonia,Tonala,Jalisco,Tonala
1428,45413,Potrero de San Jose,Fraccionamiento,Tonala,Jalisco,Tonala
1429,45413,Poder Popular 5a Seccion,Colonia,Tonala,Jalisco,Tonala
1430,45414,El Recodo,Colonia,Tonala,Jalisco,Tonala
1431,45416,Bosques de Tonala,Colonia,Tonala,Jalisco,Tonala
1432,45417,Cerro de La Campana,Colonia,Tonala,Jalisco,Tonala
1433,45417,Jardines de La Cruz Oriente,Fraccionamiento,Tonala,Jalisco,Tonala
1434,45417,Rancho La Campana,Colonia,Tonala,Jalisco,Tonala
1435,45417,El Moral,Colonia,Tonala,Jalisco,Tonala
1436,45417,Hacienda La Loma o El Casco,Colonia,Tonala,Jalisco,Tonala
1437,45417,Plan del Guaje,Colonia,Tonala,Jalisco,Tonala
1438,45418,Las Canadas,Fraccionamiento,Tonala,Jalisco,Tonala
1439,45419,Rey Xolotl,Unidad habitacional,Tonala,Jalisco,Tonala
1440,45420,Los Puestos,Colonia,Tonala,Jalisco,Tonala
1441,45420,La Puerta,Colonia,Tonala,Jalisco,Tonala
1442,45420,Residencial Mision de Guadalupe,Fraccionamiento,Tonala,Jalisco,Tonala
1443,45420,La Pilita,Colonia,Tonala,Jalisco,Tonala
1444,45420,El Bordo,Colonia,Tonala,Jalisco,Tonala
1445,45420,Santa Paula,Colonia,Tonala,Jalisco,Tonala
1446,45420,El Rincon,Colonia,Tonala,Jalisco,Tonala
1447,45420,La Liga,Colonia,Tonala,Jalisco,Tonala
1448,45420,Potrerillo,Colonia,Tonala,Jalisco,Tonala
1449,45420,La Severiana,Colonia,Tonala,Jalisco,Tonala
1450,45420,Poder Popular 2a Seccion,Colonia,Tonala,Jalisco,Tonala
1451,45420,La Gigantera,Colonia,Tonala,Jalisco,Tonala
1452,45420,Santa Rosa,Colonia,Tonala,Jalisco,Tonala
1453,45420,Santa Isabel,Colonia,Tonala,Jalisco,Tonala
1454,45420,Ojo de Agua,Colonia,Tonala,Jalisco,Tonala
1455,45422,Rancho Sanchez,Colonia,Tonala,Jalisco,Tonala
1456,45422,Mismaloya (Pedregal de Santa Martha),Colonia,Tonala,Jalisco,Tonala
1457,45422,Colinas Tonala,Colonia,Tonala,Jalisco,Tonala
1458,45422,Los Amiales,Colonia,Tonala,Jalisco,Tonala
1459,45422,Encinos,Colonia,Tonala,Jalisco,Tonala
1460,45422,El Arenal,Colonia,Tonala,Jalisco,Tonala
1461,45422,Gallo Colorado,Colonia,Tonala,Jalisco,Tonala
1462,45422,Lomas de San Miguel,Fraccionamiento,Tonala,Jalisco,Tonala
1463,45422,La Loma,Colonia,Tonala,Jalisco,Tonala
1464,45422,Vistas del Pedregal,Fraccionamiento,Tonala,Jalisco,Tonala
1465,45422,Ocotillo,Colonia,Tonala,Jalisco,Tonala
1466,45424,Puente Viejo,Fraccionamiento,Tonala,Jalisco,Tonala
1467,45424,Pinar Paz,Colonia,Tonala,Jalisco,Tonala
1468,45424,Lomas del Salto,Fraccionamiento,Tonala,Jalisco,Tonala
1469,45424,Fuerte,Colonia,Tonala,Jalisco,Tonala
1470,45424,San Francisco de La Soledad,Rancheria,Tonala,Jalisco,Tonala
1471,45425,Luis Alonso Gonzalez,Colonia,Tonala,Jalisco,Tonala
1472,45425,Lomas de San Miguel,Fraccionamiento,Tonala,Jalisco,Tonala
1473,45425,San Miguel de La Punta,Rancheria,Tonala,Jalisco,Tonala
1474,45425,La Guadalupana,Colonia,Tonala,Jalisco,Tonala
1475,45425,Lomas de San Miguel II,Fraccionamiento,Tonala,Jalisco,Tonala
1476,45425,Vasconcelos,Colonia,Tonala,Jalisco,Tonala
1477,45426,Arroyo de Enmedio,Hacienda,Tonala,Jalisco,Tonala
1478,45427,El Jordan,Fraccionamiento,Tonala,Jalisco,Tonala
1479,45427,Tololotlan,Pueblo,Tonala,Jalisco,Tonala
1480,45427,Hipodromo,Colonia,Tonala,Jalisco,Tonala
1481,45427,Ejidal del Sol,Fraccionamiento,Tonala,Jalisco,Tonala
1482,45427,Real Fresno,Fraccionamiento,Tonala,Jalisco,Tonala
1483,45427,Agua Blanca,Rancheria,Tonala,Jalisco,Tonala
1484,45427,Puente Grande,Pueblo,Tonala,Jalisco,Tonala
1485,45428,La Ladrillera,Colonia,Tonala,Jalisco,Tonala
1486,45428,Puerta de Jauja,Colonia,Tonala,Jalisco,Tonala
1487,45428,Jauja,Colonia,Tonala,Jalisco,Tonala
1488,45428,El Paraiso,Colonia,Tonala,Jalisco,Tonala
1489,45428,Jardines Mirador,Colonia,Tonala,Jalisco,Tonala
1490,45428,La Llave,Fraccionamiento,Tonala,Jalisco,Tonala
1491,45428,Jardines de La Hacienda,Fraccionamiento,Tonala,Jalisco,Tonala
1492,45428,Hacienda Del Real,Colonia,Tonala,Jalisco,Tonala
1493,45428,La Calma,Colonia,Tonala,Jalisco,Tonala
1494,45428,Los Pajaritos,Colonia,Tonala,Jalisco,Tonala
1495,45428,La Esperanza,Colonia,Tonala,Jalisco,Tonala
1496,45429,Puertas del Sol (Autopista),Fraccionamiento,Tonala,Jalisco,Tonala
1497,45429,Paseo de la Canada,Fraccionamiento,Tonala,Jalisco,Tonala
1498,45429,Canada Real,Fraccionamiento,Tonala,Jalisco,Tonala
1499,45429,El Vado,Rancheria,Tonala,Jalisco,Tonala
1500,45429,Praderas de Tonallan,Fraccionamiento,Tonala,Jalisco,Tonala
1501,45429,Lagunitas Tonallan,Colonia,Tonala,Jalisco,Tonala
1502,45429,Haciendas Tonala,Colonia,Tonala,Jalisco,Tonala
1503,45430,El Bajio,Rancheria,Zapotlanejo,Jalisco,
1504,45430,Jardines del Paraiso,Colonia,Zapotlanejo,Jalisco,
1505,45430,La Morita,Rancheria,Zapotlanejo,Jalisco,
1506,45430,La Ceja,Rancheria,Zapotlanejo,Jalisco,
1507,45430,Grupo de los 100,Zona comercial,Zapotlanejo,Jalisco,
1508,45430,Zapotlanejo,Ciudad,Zapotlanejo,Jalisco,
1509,45430,El Ocote de Nuno,Rancheria,Zapotlanejo,Jalisco,
1510,45432,Lomas de Huizquilco,Colonia,Zapotlanejo,Jalisco,
1511,45434,El Aguacate,Rancheria,Zapotlanejo,Jalisco,
1512,45434,Colimilla,Hacienda,Zapotlanejo,Jalisco,
1513,45435,El Maestranzo 1,Rancheria,Zapotlanejo,Jalisco,
1514,45435,Noxtla,Rancheria,Zapotlanejo,Jalisco,
1515,45435,Matatlan,Pueblo,Zapotlanejo,Jalisco,
1516,45436,Los Platos,Rancheria,Zapotlanejo,Jalisco,
1517,45437,Mezquite Grande,Rancheria,Zapotlanejo,Jalisco,
1518,45438,La Laja,Pueblo,Zapotlanejo,Jalisco,
1519,45438,Las Americas,Condominio,Zapotlanejo,Jalisco,
1520,45439,El Salitre (La Mora),Pueblo,Zapotlanejo,Jalisco,
1521,45439,Cuchillas,Rancheria,Zapotlanejo,Jalisco,
1522,45439,La Mezquitera,Rancheria,Zapotlanejo,Jalisco,
1523,45440,El Saucillo de Maldonado,Rancheria,Zapotlanejo,Jalisco,
1524,45443,El Cacalote,Rancheria,Zapotlanejo,Jalisco,
1525,45443,Joya Chica,Rancheria,Zapotlanejo,Jalisco,
1526,45443,La Purisima,Rancheria,Zapotlanejo,Jalisco,
1527,45444,San Joaquin Zorrillos,Pueblo,Zapotlanejo,Jalisco,
1528,45444,Calabozo,Rancheria,Zapotlanejo,Jalisco,
1529,45445,Agua Bermeja,Rancheria,Zapotlanejo,Jalisco,
1530,45445,Joya Del Camino,Rancheria,Zapotlanejo,Jalisco,
1531,45445,San Jose de las Flores,Rancheria,Zapotlanejo,Jalisco,
1532,45446,Tinajeros,Rancheria,Zapotlanejo,Jalisco,
1533,45448,Las Tortugas Del Cacalote,Rancheria,Zapotlanejo,Jalisco,
1534,45450,Tecomatlan,Rancheria,Zapotlanejo,Jalisco,
1535,45452,Cerrito de Buenos Aires,Rancheria,Zapotlanejo,Jalisco,
1536,45452,Buenos Aires,Rancheria,Zapotlanejo,Jalisco,
1537,45453,El Carrizo,Rancheria,Zapotlanejo,Jalisco,
1538,45453,Salto de Coyotes,Hacienda,Zapotlanejo,Jalisco,
1539,45454,El Cebadero,Rancheria,Zapotlanejo,Jalisco,
1540,45455,Los Ocotes,Rancheria,Zapotlanejo,Jalisco,
1541,45460,Santa Fe,Pueblo,Zapotlanejo,Jalisco,
1542,45462,Agua Escondida,Rancheria,Zapotlanejo,Jalisco,
1543,45463,Escalofrio de Santa Fe,Rancheria,Zapotlanejo,Jalisco,
1544,45464,San Roman Corralillos de las Flores,Rancheria,Zapotlanejo,Jalisco,
1545,45465,La Paz (Piedras Negras),Rancheria,Zapotlanejo,Jalisco,
1546,45466,La Huizachera,Rancheria,Zapotlanejo,Jalisco,
1547,45470,Acatic,Pueblo,Acatic,Jalisco,
1548,45473,Chivatero,Rancheria,Acatic,Jalisco,
1549,45474,El Chiquihuitillo,Rancheria,Acatic,Jalisco,
1550,45474,El Colomo,Rancheria,Acatic,Jalisco,
1551,45474,Ceja de Ramblas,Rancheria,Acatic,Jalisco,
1552,45475,Piedra Amarilla,Rancheria,Acatic,Jalisco,
1553,45475,El Refugio (Paredones),Pueblo,Acatic,Jalisco,
1554,45476,Estancia de Acatic,Congregacion,Acatic,Jalisco,
1555,45476,El Sauz,Rancheria,Acatic,Jalisco,
1556,45476,La Nopalera,Rancheria,Acatic,Jalisco,
1557,45477,San Bartolo,Rancheria,Acatic,Jalisco,
1558,45477,Tierras Coloradas,Congregacion,Acatic,Jalisco,
1559,45477,Las Motas,Rancheria,Acatic,Jalisco,
1560,45477,Saltillo de Arriba,Rancheria,Acatic,Jalisco,
1561,45478,Tequililla,Congregacion,Acatic,Jalisco,
1562,45479,El Capadero,Congregacion,Acatic,Jalisco,
1563,45479,Los Ranchitos,Congregacion,Acatic,Jalisco,
1564,45479,La Leonerita,Congregacion,Acatic,Jalisco,
1565,45480,Cuquio,Ciudad,Cuquio,Jalisco,
1566,45482,Juchitlan,Pueblo,Cuquio,Jalisco,
1567,45483,Las Cruces,Rancheria,Cuquio,Jalisco,
1568,45484,San Jose de los Molina,Rancheria,Cuquio,Jalisco,
1569,45484,Ocotic,Pueblo,Cuquio,Jalisco,
1570,45485,Los Arcos,Rancheria,Cuquio,Jalisco,
1571,45486,El Derramadero,Rancheria,Cuquio,Jalisco,
1572,45486,Los Zapotes,Rancheria,Cuquio,Jalisco,
1573,45486,Los Capulines,Rancheria,Cuquio,Jalisco,
1574,45486,El Carricillo,Rancheria,Cuquio,Jalisco,
1575,45488,La Tortuga,Rancheria,Cuquio,Jalisco,
1576,45490,Contla,Pueblo,Cuquio,Jalisco,
1577,45492,El Tepozan,Rancheria,Cuquio,Jalisco,
1578,45492,Varas Dulces,Rancheria,Cuquio,Jalisco,
1579,45492,Ojo de Agua Colorada,Rancheria,Cuquio,Jalisco,
1580,45493,La Esperanza,Rancheria,Cuquio,Jalisco,
1581,45493,El Cuatro,Rancheria,Cuquio,Jalisco,
1582,45493,Agua Blanca,Rancheria,Cuquio,Jalisco,
1583,45494,Teponahuasco,Rancheria,Cuquio,Jalisco,
1584,45494,El Aguacate,Rancheria,Cuquio,Jalisco,
1585,45494,Puerto de Tateposco,Rancheria,Cuquio,Jalisco,
1586,45495,El Mirador,Rancheria,Cuquio,Jalisco,
1587,45495,San Juan Del Monte,Pueblo,Cuquio,Jalisco,
1588,45496,Cuacuala,Pueblo,Cuquio,Jalisco,
1589,45496,Llano de Plasencia,Rancheria,Cuquio,Jalisco,
1590,45500,Tlaquepaque Centro,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1591,45500,Ninos Heroes,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1592,45500,Tlaquepaque Pueblito,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1593,45509,INFONAVIT Revolucion,Unidad habitacional,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1594,45510,Los Meseros,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1595,45519,Jardines de La Paz,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1596,45520,Los Altos,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1597,45520,Tesoros del Nilo,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1598,45520,Patria FOVISSSTE,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1599,45520,Lindavista,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1600,45525,Real Patria,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1601,45525,Parque Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1602,45525,Residencial La Soledad,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1603,45527,La Asuncion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1604,45527,Residencial Camichines Condomio del Sol,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1605,45527,Camichines Alborada 2 Seccion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1606,45527,Camichines Alborada 3 Seccion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1607,45527,Camichines Alborada 1ra. seccion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1608,45528,Los Altos 3a Secc,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1609,45530,Francisco I. Madero,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1610,45530,Nuevo Santa Maria,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1611,45530,Guayabitos,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1612,45530,Lomas del Tepeyac,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1613,45530,Arroyo de Las Flores,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1614,45535,Industrial El Camino,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1615,45535,Lomas de Santa Maria,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1616,45540,Hidalgo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1617,45540,Camichines Residencial 2da. Seccion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1618,45540,Residencial La Asuncion 1a. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1619,45540,Camichines Residencial 1ra. Seccion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1620,45550,Quintero,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1621,45559,Lomas de Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1622,45559,Prados Tlaquepaque,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1623,45560,El alamo,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1624,45560,Alfareros,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1625,45560,alamo Oriente,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1626,45560,alamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1627,45560,La Capacha,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1628,45560,Rancho Blanco,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1629,45560,Jardines del alamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1630,45560,Lomas Del alamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1631,45567,alamo Super Manzana,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1632,45570,Colonial Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1633,45579,Hacienda de Tlaquepaque,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1634,45580,Hacienda de Vidrios,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1635,45580,Villas de Loma Grande,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1636,45580,Residencial Revolucion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1637,45580,El Puente,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1638,45580,Salvador Portillo Lopez,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1639,45580,Azabache,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1640,45580,El Palomo,Condominio,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1641,45580,Revolucion,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1642,45580,La Duraznera,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1643,45580,Solidaridad,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1644,45580,Villas Los Cantaros,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1645,45580,Canal 58,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1646,45580,Los Portales,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1647,45580,San Pedro Pescador,Conjunto habitacional,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1648,45580,Nueva Central Camionera,Zona comercial,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1649,45588,Residencial El Tapatio,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1650,45588,Haciendas San Pedro,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1651,45588,El organo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1652,45588,El Tapatio,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1653,45588,Las Flores,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1654,45588,El Tapatio 2da. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1655,45588,Jardines Del Tapatio,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1656,45588,Paisajes del Tapatio,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1657,45589,Revolucion Jardin,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1658,45589,Lomas de San Miguel,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1659,45589,Las Huertas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1660,45589,Las Huertas,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1661,45590,Meridiano,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1662,45590,Felipe angeles,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1663,45590,Las Juntitas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1664,45590,Juan Diego,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1665,45590,Indigena,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1666,45590,Brisas de Chapala,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1667,45590,Las Juntas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1668,45590,Nueva Lazaro Cardenas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1669,45590,Hogares del alamo,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1670,45590,La Ladrillera,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1671,45590,Las Vegas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1672,45590,Lazaro Cardenas,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1673,45590,Barrio de Cemento,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1674,45593,alamo Industrial,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1675,45594,Terralta,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1676,45594,INFONAVIT Miravalle,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1677,45594,FOVISSSTE Miravalle,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1678,45595,El Vergel 1ra. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1679,45595,El Vergelito,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1680,45595,El Vergel 2da. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1681,45595,Micaelita,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1682,45596,La Guadalupana,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1683,45597,El Campesino,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1684,45598,Compositores,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1685,45598,La Romita,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1686,45598,Artesanos,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1687,45598,Artesanos Oriente,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1688,45598,Salvador Vidrio,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1689,45599,El Refugio,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1690,45599,Guadalupe Ejidal 2da Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1691,45599,Guadalupe Ejidal 3ra. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1692,45599,Las Terrazas Residencial,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1693,45599,Cerro del Cuatro 1ra. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1694,45599,Lomas de Curiel,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1695,45599,Cerro del Cuatro 2da. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1696,45599,Huerta de Pena,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1697,45599,Lomas Del 4,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1698,45599,Guadalupe Ejidal 1ra. Seccion,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1699,45600,Ponciano Arriaga,Colonia,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1700,45600,INFONAVIT Santa Anita,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
1701,45600,Residencial Quinta Nova,Fraccionamiento,San Pedro Tlaquepaque,Jalisco,Tlaquepaque
